t,thrust,mass
0,0,0.01275
0.001,0.13215,0.01275
0.002,0.2643,0.01275
0.003,0.39644,0.01275
0.004,0.52859,0.01275
0.005,0.52924,0.01275
0.006,0.52989,0.01275
0.007,0.53053,0.01275
0.008,0.53118,0.01275
0.009,0.53183,0.01275
0.01,0.53248,0.01274
0.011,0.53312,0.01274
0.012,0.53377,0.01274
0.013,0.53442,0.01274
0.014,0.53507,0.01274
0.015,0.53572,0.01274
0.016,0.53637,0.01274
0.017,0.53702,0.01274
0.018,0.53767,0.01274
0.019,0.53832,0.01273
0.02,0.53897,0.01273
0.021,0.53962,0.01273
0.022,0.54027,0.01273
0.023,0.54092,0.01273
0.024,0.54157,0.01273
0.025,0.54222,0.01273
0.026,0.54287,0.01272
0.027,0.54353,0.01272
0.028,0.54418,0.01272
0.029,0.54483,0.01272
0.03,0.54548,0.01272
0.031,0.54613,0.01271
0.032,0.54679,0.01271
0.033,0.54744,0.01271
0.034,0.5481,0.01271
0.035,0.54875,0.01271
0.036,0.5494,0.01271
0.037,0.55006,0.01271
0.038,0.55071,0.0127
0.039,0.55137,0.0127
0.04,0.55202,0.0127
0.041,0.55268,0.0127
0.042,0.55333,0.0127
0.043,0.55399,0.0127
0.044,0.55465,0.0127
0.045,0.5553,0.0127
0.046,0.55596,0.0127
0.047,0.55661,0.01269
0.048,0.55727,0.01269
0.049,0.55793,0.01269
0.05,0.55859,0.01268
0.051,0.55924,0.01268
0.052,0.5599,0.01268
0.053,0.56056,0.01268
0.054,0.56122,0.01268
0.055,0.56188,0.01268
0.056,0.56254,0.01268
0.057,0.5632,0.01268
0.058,0.56386,0.01268
0.059,0.56452,0.01267
0.06,0.56518,0.01267
0.061,0.56584,0.01267
0.062,0.5665,0.01266
0.063,0.56716,0.01266
0.064,0.56781,0.01266
0.065,0.56848,0.01266
0.066,0.56914,0.01266
0.067,0.5698,0.01266
0.068,0.57046,0.01266
0.069,0.57112,0.01266
0.07,0.57179,0.01266
0.071,0.57245,0.01265
0.072,0.57311,0.01265
0.073,0.57378,0.01265
0.074,0.57444,0.01265
0.075,0.5751,0.01265
0.076,0.57576,0.01265
0.077,0.57643,0.01265
0.078,0.57709,0.01264
0.079,0.57776,0.01264
0.08,0.57842,0.01264
0.081,0.57909,0.01264
0.082,0.57976,0.01264
0.083,0.58042,0.01263
0.084,0.58108,0.01263
0.085,0.58175,0.01263
0.086,0.58242,0.01263
0.087,0.58308,0.01263
0.088,0.58375,0.01263
0.089,0.58442,0.01263
0.09,0.58509,0.01262
0.091,0.58575,0.01262
0.092,0.58642,0.01262
0.093,0.58709,0.01262
0.094,0.58776,0.01262
0.095,0.58843,0.01262
0.096,0.5891,0.01262
0.097,0.58976,0.01262
0.098,0.59043,0.01262
0.099,0.5911,0.01261
0.1,0.59177,0.01261
0.101,0.59244,0.01261
0.102,0.59311,0.0126
0.103,0.59378,0.0126
0.104,0.59445,0.0126
0.105,0.59512,0.0126
0.106,0.5958,0.0126
0.107,0.59647,0.0126
0.108,0.59714,0.0126
0.109,0.59781,0.0126
0.11,0.59848,0.0126
0.111,0.59916,0.01259
0.112,0.59983,0.01259
0.113,0.6005,0.01259
0.114,0.60118,0.01259
0.115,0.60185,0.01259
0.116,0.60252,0.01259
0.117,0.6032,0.01259
0.118,0.60387,0.01258
0.119,0.60454,0.01258
0.12,0.60522,0.01258
0.121,0.60589,0.01258
0.122,0.60657,0.01258
0.123,0.60724,0.01257
0.124,0.60792,0.01257
0.125,0.6086,0.01257
0.126,0.60927,0.01257
0.127,0.60995,0.01257
0.128,0.61062,0.01257
0.129,0.6113,0.01257
0.13,0.61198,0.01256
0.131,0.61266,0.01256
0.132,0.61333,0.01256
0.133,0.61401,0.01256
0.134,0.61469,0.01256
0.135,0.61537,0.01255
0.136,0.61605,0.01255
0.137,0.61673,0.01255
0.138,0.61741,0.01255
0.139,0.61809,0.01255
0.14,0.61876,0.01255
0.141,0.61944,0.01255
0.142,0.62013,0.01254
0.143,0.6208,0.01254
0.144,0.62148,0.01254
0.145,0.62217,0.01254
0.146,0.62285,0.01254
0.147,0.62353,0.01254
0.148,0.62421,0.01254
0.149,0.62489,0.01254
0.15,0.62558,0.01254
0.151,0.62626,0.01253
0.152,0.62694,0.01253
0.153,0.62762,0.01253
0.154,0.62831,0.01252
0.155,0.62899,0.01252
0.156,0.62968,0.01252
0.157,0.63036,0.01252
0.158,0.63104,0.01252
0.159,0.63173,0.01252
0.16,0.63241,0.01252
0.161,0.6331,0.01252
0.162,0.63378,0.01252
0.163,0.63447,0.01251
0.164,0.63515,0.01251
0.165,0.63584,0.01251
0.166,0.63652,0.0125
0.167,0.63721,0.0125
0.168,0.6379,0.0125
0.169,0.63859,0.0125
0.17,0.63927,0.0125
0.171,0.63996,0.0125
0.172,0.64065,0.0125
0.173,0.64134,0.0125
0.174,0.64202,0.0125
0.175,0.64271,0.01249
0.176,0.6434,0.01249
0.177,0.64409,0.01249
0.178,0.64478,0.01248
0.179,0.64547,0.01248
0.18,0.64616,0.01248
0.181,0.64685,0.01248
0.182,0.64754,0.01248
0.183,0.64823,0.01248
0.184,0.64892,0.01248
0.185,0.64961,0.01248
0.186,0.6503,0.01248
0.187,0.65099,0.01247
0.188,0.65168,0.01247
0.189,0.65238,0.01247
0.19,0.65307,0.01247
0.191,0.65376,0.01247
0.192,0.65446,0.01247
0.193,0.65515,0.01247
0.194,0.65584,0.01246
0.195,0.65654,0.01246
0.196,0.65723,0.01246
0.197,0.65792,0.01246
0.198,0.65862,0.01246
0.199,0.65931,0.01245
0.2,0.66001,0.01245
0.201,0.6607,0.01245
0.202,0.6614,0.01245
0.203,0.66209,0.01245
0.204,0.66279,0.01245
0.205,0.66348,0.01245
0.206,0.66418,0.01244
0.207,0.66488,0.01244
0.208,0.66558,0.01244
0.209,0.66627,0.01244
0.21,0.66697,0.01244
0.211,0.66767,0.01243
0.212,0.66836,0.01243
0.213,0.66906,0.01243
0.214,0.66976,0.01243
0.215,0.67046,0.01243
0.216,0.67116,0.01243
0.217,0.67186,0.01243
0.218,0.67256,0.01242
0.219,0.67326,0.01242
0.22,0.67396,0.01242
0.221,0.67466,0.01242
0.222,0.67536,0.01242
0.223,0.67606,0.01241
0.224,0.67676,0.01241
0.225,0.67746,0.01241
0.226,0.67816,0.01241
0.227,0.67886,0.01241
0.228,0.67956,0.01241
0.229,0.68027,0.01241
0.23,0.68097,0.0124
0.231,0.68167,0.0124
0.232,0.68238,0.0124
0.233,0.68308,0.0124
0.234,0.68378,0.0124
0.235,0.68449,0.0124
0.236,0.68519,0.0124
0.237,0.6859,0.0124
0.238,0.6866,0.0124
0.239,0.6873,0.01239
0.24,0.68801,0.01239
0.241,0.68872,0.01239
0.242,0.68942,0.01238
0.243,0.69013,0.01238
0.244,0.69083,0.01238
0.245,0.69154,0.01238
0.246,0.69225,0.01238
0.247,0.69295,0.01238
0.248,0.69366,0.01238
0.249,0.69437,0.01238
0.25,0.69508,0.01238
0.251,0.69578,0.01237
0.252,0.69649,0.01237
0.253,0.6972,0.01237
0.254,0.69791,0.01236
0.255,0.69862,0.01236
0.256,0.69932,0.01236
0.257,0.70004,0.01236
0.258,0.70074,0.01236
0.259,0.70146,0.01236
0.26,0.70216,0.01236
0.261,0.70288,0.01236
0.262,0.70359,0.01236
0.263,0.7043,0.01235
0.264,0.70501,0.01235
0.265,0.70572,0.01235
0.266,0.70643,0.01234
0.267,0.70714,0.01234
0.268,0.70786,0.01234
0.269,0.70857,0.01234
0.27,0.70928,0.01234
0.271,0.71,0.01234
0.272,0.71071,0.01234
0.273,0.71142,0.01234
0.274,0.71214,0.01234
0.275,0.71285,0.01233
0.276,0.71356,0.01233
0.277,0.71428,0.01233
0.278,0.715,0.01232
0.279,0.71571,0.01232
0.28,0.71642,0.01232
0.281,0.71714,0.01232
0.282,0.71786,0.01232
0.283,0.71857,0.01232
0.284,0.71929,0.01232
0.285,0.72001,0.01232
0.286,0.72072,0.01232
0.287,0.72144,0.01231
0.288,0.72216,0.01231
0.289,0.72288,0.01231
0.29,0.72359,0.0123
0.291,0.72431,0.0123
0.292,0.72503,0.0123
0.293,0.72575,0.0123
0.294,0.72647,0.0123
0.295,0.72719,0.0123
0.296,0.72791,0.0123
0.297,0.72863,0.0123
0.298,0.72935,0.0123
0.299,0.73007,0.01229
0.3,0.73079,0.01229
0.301,0.73151,0.01229
0.302,0.73223,0.01228
0.303,0.73295,0.01228
0.304,0.73367,0.01228
0.305,0.73439,0.01228
0.306,0.73512,0.01228
0.307,0.73584,0.01228
0.308,0.73656,0.01228
0.309,0.73729,0.01228
0.31,0.73801,0.01228
0.311,0.73873,0.01227
0.312,0.73946,0.01227
0.313,0.74018,0.01227
0.314,0.74091,0.01226
0.315,0.74163,0.01226
0.316,0.74236,0.01226
0.317,0.74308,0.01226
0.318,0.74381,0.01226
0.319,0.74453,0.01226
0.32,0.74526,0.01226
0.321,0.74598,0.01226
0.322,0.74671,0.01226
0.323,0.74744,0.01225
0.324,0.74816,0.01225
0.325,0.74889,0.01225
0.326,0.74962,0.01224
0.327,0.75034,0.01224
0.328,0.75107,0.01224
0.329,0.7518,0.01224
0.33,0.75253,0.01224
0.331,0.75326,0.01224
0.332,0.75399,0.01224
0.333,0.75472,0.01224
0.334,0.75545,0.01224
0.335,0.75618,0.01223
0.336,0.75691,0.01223
0.337,0.75764,0.01223
0.338,0.75837,0.01222
0.339,0.7591,0.01222
0.34,0.75983,0.01222
0.341,0.76056,0.01222
0.342,0.76129,0.01222
0.343,0.76203,0.01222
0.344,0.76276,0.01222
0.345,0.76349,0.01222
0.346,0.76422,0.01222
0.347,0.76496,0.01221
0.348,0.76569,0.01221
0.349,0.76642,0.01221
0.35,0.76716,0.0122
0.351,0.76789,0.0122
0.352,0.76862,0.0122
0.353,0.76936,0.0122
0.354,0.7701,0.0122
0.355,0.77083,0.0122
0.356,0.77156,0.0122
0.357,0.7723,0.0122
0.358,0.77304,0.0122
0.359,0.77377,0.01219
0.36,0.77451,0.01219
0.361,0.77525,0.01219
0.362,0.77598,0.01218
0.363,0.77672,0.01218
0.364,0.77746,0.01218
0.365,0.7782,0.01218
0.366,0.77894,0.01218
0.367,0.77967,0.01218
0.368,0.78041,0.01218
0.369,0.78115,0.01218
0.37,0.78189,0.01218
0.371,0.78263,0.01217
0.372,0.78337,0.01217
0.373,0.78411,0.01217
0.374,0.78485,0.01216
0.375,0.78559,0.01216
0.376,0.78633,0.01216
0.377,0.78707,0.01216
0.378,0.78781,0.01216
0.379,0.78856,0.01216
0.38,0.7893,0.01216
0.381,0.79004,0.01216
0.382,0.79078,0.01216
0.383,0.79152,0.01215
0.384,0.79227,0.01215
0.385,0.79301,0.01215
0.386,0.79376,0.01214
0.387,0.7945,0.01214
0.388,0.79524,0.01214
0.389,0.79599,0.01214
0.39,0.79673,0.01214
0.391,0.79748,0.01214
0.392,0.79822,0.01214
0.393,0.79897,0.01214
0.394,0.79971,0.01214
0.395,0.80046,0.01213
0.396,0.8012,0.01213
0.397,0.80195,0.01213
0.398,0.8027,0.01212
0.399,0.80344,0.01212
0.4,0.80419,0.01212
0.401,0.80494,0.01212
0.402,0.80569,0.01212
0.403,0.80643,0.01212
0.404,0.80718,0.01212
0.405,0.80793,0.01212
0.406,0.80868,0.01212
0.407,0.80943,0.01211
0.408,0.81018,0.01211
0.409,0.81093,0.01211
0.41,0.81168,0.0121
0.411,0.81243,0.0121
0.412,0.81318,0.0121
0.413,0.81393,0.0121
0.414,0.81468,0.0121
0.415,0.81543,0.01209
0.416,0.81618,0.01209
0.417,0.81694,0.01209
0.418,0.81769,0.01209
0.419,0.81844,0.01209
0.42,0.81919,0.01209
0.421,0.81995,0.01209
0.422,0.8207,0.01208
0.423,0.82145,0.01208
0.424,0.8222,0.01208
0.425,0.82296,0.01208
0.426,0.82371,0.01208
0.427,0.82447,0.01207
0.428,0.82522,0.01207
0.429,0.82598,0.01207
0.43,0.82673,0.01207
0.431,0.82749,0.01207
0.432,0.82824,0.01207
0.433,0.829,0.01207
0.434,0.82976,0.01206
0.435,0.83052,0.01206
0.436,0.83127,0.01206
0.437,0.83203,0.01206
0.438,0.83279,0.01206
0.439,0.83354,0.01205
0.44,0.8343,0.01205
0.441,0.83506,0.01205
0.442,0.83582,0.01205
0.443,0.83658,0.01205
0.444,0.83734,0.01205
0.445,0.8381,0.01205
0.446,0.83886,0.01204
0.447,0.83962,0.01204
0.448,0.84038,0.01204
0.449,0.84114,0.01204
0.45,0.8419,0.01204
0.451,0.84266,0.01203
0.452,0.84342,0.01203
0.453,0.84418,0.01203
0.454,0.84494,0.01203
0.455,0.84571,0.01203
0.456,0.84647,0.01203
0.457,0.84723,0.01203
0.458,0.848,0.01202
0.459,0.84876,0.01202
0.46,0.84952,0.01202
0.461,0.85029,0.01202
0.462,0.85105,0.01202
0.463,0.85182,0.01201
0.464,0.85258,0.01201
0.465,0.85334,0.01201
0.466,0.85411,0.012
0.467,0.85488,0.012
0.468,0.85564,0.012
0.469,0.85641,0.012
0.47,0.85717,0.012
0.471,0.85794,0.012
0.472,0.8587,0.012
0.473,0.85947,0.012
0.474,0.86024,0.012
0.475,0.86101,0.01199
0.476,0.86178,0.01199
0.477,0.86254,0.01199
0.478,0.86331,0.01198
0.479,0.86408,0.01198
0.48,0.86485,0.01198
0.481,0.86562,0.01198
0.482,0.86639,0.01198
0.483,0.86716,0.01198
0.484,0.86793,0.01198
0.485,0.8687,0.01198
0.486,0.86947,0.01198
0.487,0.87024,0.01197
0.488,0.87101,0.01197
0.489,0.87178,0.01197
0.49,0.87256,0.01196
0.491,0.87333,0.01196
0.492,0.8741,0.01196
0.493,0.87487,0.01196
0.494,0.87565,0.01196
0.495,0.87642,0.01195
0.496,0.87719,0.01195
0.497,0.87797,0.01195
0.498,0.87874,0.01195
0.499,0.87952,0.01195
0.5,0.88029,0.01195
0.501,0.88106,0.01195
0.502,0.88184,0.01194
0.503,0.88262,0.01194
0.504,0.88339,0.01194
0.505,0.88417,0.01194
0.506,0.88494,0.01194
0.507,0.88572,0.01193
0.508,0.8865,0.01193
0.509,0.88727,0.01193
0.51,0.88805,0.01193
0.511,0.88883,0.01193
0.512,0.8896,0.01193
0.513,0.89038,0.01193
0.514,0.89116,0.01192
0.515,0.89194,0.01192
0.516,0.89272,0.01192
0.517,0.8935,0.01192
0.518,0.89428,0.01192
0.519,0.89506,0.01191
0.52,0.89584,0.01191
0.521,0.89662,0.01191
0.522,0.8974,0.0119
0.523,0.89818,0.0119
0.524,0.89896,0.0119
0.525,0.89974,0.0119
0.526,0.90053,0.0119
0.527,0.90131,0.0119
0.528,0.90209,0.0119
0.529,0.90287,0.0119
0.53,0.90366,0.0119
0.531,0.90444,0.01189
0.532,0.90522,0.01189
0.533,0.90601,0.01189
0.534,0.90679,0.01188
0.535,0.90758,0.01188
0.536,0.90836,0.01188
0.537,0.90914,0.01188
0.538,0.90993,0.01188
0.539,0.91072,0.01188
0.54,0.9115,0.01188
0.541,0.91229,0.01188
0.542,0.91307,0.01188
0.543,0.91386,0.01187
0.544,0.91464,0.01187
0.545,0.91543,0.01187
0.546,0.91622,0.01186
0.547,0.91701,0.01186
0.548,0.9178,0.01186
0.549,0.91859,0.01186
0.55,0.91937,0.01186
0.551,0.92016,0.01185
0.552,0.92095,0.01185
0.553,0.92174,0.01185
0.554,0.92253,0.01185
0.555,0.92332,0.01185
0.556,0.92411,0.01185
0.557,0.9249,0.01185
0.558,0.92569,0.01184
0.559,0.92648,0.01184
0.56,0.92727,0.01184
0.561,0.92806,0.01184
0.562,0.92886,0.01184
0.563,0.92965,0.01183
0.564,0.93044,0.01183
0.565,0.93124,0.01183
0.566,0.93203,0.01182
0.567,0.93282,0.01182
0.568,0.93362,0.01182
0.569,0.93441,0.01182
0.57,0.9352,0.01182
0.571,0.936,0.01182
0.572,0.93679,0.01182
0.573,0.93759,0.01182
0.574,0.93838,0.01182
0.575,0.93918,0.01181
0.576,0.93997,0.01181
0.577,0.94077,0.01181
0.578,0.94157,0.0118
0.579,0.94236,0.0118
0.58,0.94316,0.0118
0.581,0.94396,0.0118
0.582,0.94476,0.0118
0.583,0.94555,0.0118
0.584,0.94635,0.0118
0.585,0.94715,0.0118
0.586,0.94795,0.0118
0.587,0.94875,0.01179
0.588,0.94954,0.01179
0.589,0.95034,0.01179
0.59,0.95114,0.01178
0.591,0.95194,0.01178
0.592,0.95274,0.01178
0.593,0.95355,0.01178
0.594,0.95435,0.01178
0.595,0.95515,0.01177
0.596,0.95595,0.01177
0.597,0.95675,0.01177
0.598,0.95755,0.01177
0.599,0.95836,0.01177
0.6,0.95916,0.01177
0.601,0.95996,0.01177
0.602,0.96076,0.01176
0.603,0.96157,0.01176
0.604,0.96237,0.01176
0.605,0.96317,0.01176
0.606,0.96398,0.01176
0.607,0.96478,0.01175
0.608,0.96559,0.01175
0.609,0.9664,0.01175
0.61,0.9672,0.01174
0.611,0.96801,0.01174
0.612,0.96881,0.01174
0.613,0.96962,0.01174
0.614,0.97042,0.01174
0.615,0.97123,0.01174
0.616,0.97204,0.01174
0.617,0.97285,0.01174
0.618,0.97365,0.01174
0.619,0.97446,0.01173
0.62,0.97527,0.01173
0.621,0.97608,0.01173
0.622,0.97689,0.01172
0.623,0.9777,0.01172
0.624,0.97851,0.01172
0.625,0.97932,0.01172
0.626,0.98013,0.01172
0.627,0.98094,0.01171
0.628,0.98175,0.01171
0.629,0.98256,0.01171
0.63,0.98337,0.01171
0.631,0.98418,0.01171
0.632,0.98499,0.01171
0.633,0.9858,0.01171
0.634,0.98662,0.0117
0.635,0.98743,0.0117
0.636,0.98824,0.0117
0.637,0.98906,0.0117
0.638,0.98987,0.0117
0.639,0.99068,0.01169
0.64,0.9915,0.01169
0.641,0.99231,0.01169
0.642,0.99313,0.01168
0.643,0.99394,0.01168
0.644,0.99476,0.01168
0.645,0.99557,0.01168
0.646,0.99639,0.01168
0.647,0.9972,0.01168
0.648,0.99802,0.01168
0.649,0.99884,0.01168
0.65,0.99965,0.01168
0.651,1.00047,0.01167
0.652,1.00129,0.01167
0.653,1.00211,0.01167
0.654,1.00292,0.01166
0.655,1.00374,0.01166
0.656,1.00456,0.01166
0.657,1.00538,0.01166
0.658,1.0062,0.01166
0.659,1.00702,0.01165
0.66,1.00784,0.01165
0.661,1.00866,0.01165
0.662,1.00948,0.01165
0.663,1.0103,0.01165
0.664,1.01112,0.01165
0.665,1.01194,0.01165
0.666,1.01276,0.01164
0.667,1.01359,0.01164
0.668,1.01441,0.01164
0.669,1.01523,0.01164
0.67,1.01605,0.01164
0.671,1.01688,0.01163
0.672,1.0177,0.01163
0.673,1.01852,0.01163
0.674,1.01935,0.01162
0.675,1.02017,0.01162
0.676,1.021,0.01162
0.677,1.02182,0.01162
0.678,1.02264,0.01162
0.679,1.02347,0.01162
0.68,1.0243,0.01162
0.681,1.02512,0.01162
0.682,1.02595,0.01162
0.683,1.02677,0.01161
0.684,1.0276,0.01161
0.685,1.02843,0.01161
0.686,1.02926,0.0116
0.687,1.03008,0.0116
0.688,1.03091,0.0116
0.689,1.03174,0.0116
0.69,1.03257,0.0116
0.691,1.0334,0.01159
0.692,1.03422,0.01159
0.693,1.03505,0.01159
0.694,1.03588,0.01159
0.695,1.03671,0.01159
0.696,1.03754,0.01159
0.697,1.03837,0.01159
0.698,1.03921,0.01158
0.699,1.04004,0.01158
0.7,1.04087,0.01158
0.701,1.0417,0.01158
0.702,1.04253,0.01158
0.703,1.04336,0.01157
0.704,1.0442,0.01157
0.705,1.04503,0.01157
0.706,1.04586,0.01156
0.707,1.0467,0.01156
0.708,1.04753,0.01156
0.709,1.04836,0.01156
0.71,1.0492,0.01156
0.711,1.05003,0.01156
0.712,1.05087,0.01156
0.713,1.0517,0.01156
0.714,1.05254,0.01156
0.715,1.05337,0.01155
0.716,1.05421,0.01155
0.717,1.05505,0.01155
0.718,1.05588,0.01154
0.719,1.05672,0.01154
0.72,1.05756,0.01154
0.721,1.0584,0.01154
0.722,1.05923,0.01154
0.723,1.06007,0.01153
0.724,1.06091,0.01153
0.725,1.06175,0.01153
0.726,1.06259,0.01152
0.727,1.06343,0.01152
0.728,1.06426,0.01152
0.729,1.0651,0.01152
0.73,1.06595,0.01152
0.731,1.06679,0.01152
0.732,1.06762,0.01152
0.733,1.06847,0.01152
0.734,1.06931,0.01152
0.735,1.07015,0.01151
0.736,1.07099,0.01151
0.737,1.07184,0.01151
0.738,1.07268,0.0115
0.739,1.07352,0.0115
0.74,1.07436,0.0115
0.741,1.07521,0.0115
0.742,1.07605,0.0115
0.743,1.07689,0.01149
0.744,1.07774,0.01149
0.745,1.07858,0.01149
0.746,1.07943,0.01149
0.747,1.08027,0.01149
0.748,1.08112,0.01149
0.749,1.08196,0.01149
0.75,1.08281,0.01148
0.751,1.08366,0.01148
0.752,1.0845,0.01148
0.753,1.08535,0.01148
0.754,1.0862,0.01148
0.755,1.08704,0.01147
0.756,1.08789,0.01147
0.757,1.08874,0.01147
0.758,1.08959,0.01146
0.759,1.09044,0.01146
0.76,1.09129,0.01146
0.761,1.09214,0.01146
0.762,1.09299,0.01146
0.763,1.09384,0.01145
0.764,1.09468,0.01145
0.765,1.09554,0.01145
0.766,1.09639,0.01145
0.767,1.09724,0.01145
0.768,1.09809,0.01145
0.769,1.09894,0.01145
0.77,1.09979,0.01144
0.771,1.10065,0.01144
0.772,1.1015,0.01144
0.773,1.10235,0.01144
0.774,1.1032,0.01144
0.775,1.10406,0.01143
0.776,1.10491,0.01143
0.777,1.10576,0.01143
0.778,1.10662,0.01142
0.779,1.10747,0.01142
0.78,1.10833,0.01142
0.781,1.10918,0.01142
0.782,1.11004,0.01142
0.783,1.11089,0.01142
0.784,1.11175,0.01142
0.785,1.11261,0.01142
0.786,1.11346,0.01142
0.787,1.11432,0.01141
0.788,1.11518,0.01141
0.789,1.11604,0.01141
0.79,1.11689,0.0114
0.791,1.11775,0.0114
0.792,1.11861,0.0114
0.793,1.11947,0.0114
0.794,1.12033,0.0114
0.795,1.12119,0.01139
0.796,1.12205,0.01139
0.797,1.12291,0.01139
0.798,1.12377,0.01138
0.799,1.12463,0.01138
0.8,1.12549,0.01138
0.801,1.12635,0.01138
0.802,1.12721,0.01138
0.803,1.12807,0.01138
0.804,1.12894,0.01138
0.805,1.1298,0.01138
0.806,1.13066,0.01138
0.807,1.13152,0.01137
0.808,1.13238,0.01137
0.809,1.13325,0.01137
0.81,1.13411,0.01136
0.811,1.13498,0.01136
0.812,1.13584,0.01136
0.813,1.13671,0.01136
0.814,1.13757,0.01136
0.815,1.13844,0.01135
0.816,1.1393,0.01135
0.817,1.14017,0.01135
0.818,1.14104,0.01134
0.819,1.1419,0.01134
0.82,1.14277,0.01134
0.821,1.14364,0.01134
0.822,1.1445,0.01134
0.823,1.14537,0.01134
0.824,1.14624,0.01134
0.825,1.14711,0.01134
0.826,1.14798,0.01134
0.827,1.14884,0.01133
0.828,1.14971,0.01133
0.829,1.15058,0.01133
0.83,1.15145,0.01132
0.831,1.15232,0.01132
0.832,1.15319,0.01132
0.833,1.15406,0.01132
0.834,1.15494,0.01132
0.835,1.15581,0.01131
0.836,1.15668,0.01131
0.837,1.15755,0.01131
0.838,1.15842,0.0113
0.839,1.1593,0.0113
0.84,1.16017,0.0113
0.841,1.16104,0.0113
0.842,1.16192,0.0113
0.843,1.16279,0.0113
0.844,1.16366,0.0113
0.845,1.16454,0.0113
0.846,1.16541,0.0113
0.847,1.16629,0.01129
0.848,1.16716,0.01129
0.849,1.16804,0.01129
0.85,1.16891,0.01128
0.851,1.16979,0.01128
0.852,1.17066,0.01128
0.853,1.17154,0.01128
0.854,1.17242,0.01128
0.855,1.1733,0.01127
0.856,1.17417,0.01127
0.857,1.17505,0.01127
0.858,1.17593,0.01126
0.859,1.17681,0.01126
0.86,1.17769,0.01126
0.861,1.17857,0.01126
0.862,1.17945,0.01126
0.863,1.18033,0.01125
0.864,1.1812,0.01125
0.865,1.18209,0.01125
0.866,1.18297,0.01125
0.867,1.18385,0.01125
0.868,1.18473,0.01125
0.869,1.18561,0.01125
0.87,1.18649,0.01124
0.871,1.18738,0.01124
0.872,1.18826,0.01124
0.873,1.18914,0.01124
0.874,1.19002,0.01124
0.875,1.19091,0.01123
0.876,1.19179,0.01123
0.877,1.19267,0.01123
0.878,1.19356,0.01122
0.879,1.19444,0.01122
0.88,1.19533,0.01122
0.881,1.19621,0.01122
0.882,1.1971,0.01122
0.883,1.19798,0.01121
0.884,1.19887,0.01121
0.885,1.19976,0.01121
0.886,1.20064,0.01121
0.887,1.20153,0.01121
0.888,1.20242,0.01121
0.889,1.20331,0.01121
0.89,1.20419,0.0112
0.891,1.20508,0.0112
0.892,1.20597,0.0112
0.893,1.20686,0.0112
0.894,1.20775,0.0112
0.895,1.20864,0.01119
0.896,1.20953,0.01119
0.897,1.21042,0.01119
0.898,1.21131,0.01118
0.899,1.2122,0.01118
0.9,1.21309,0.01118
0.901,1.21398,0.01118
0.902,1.21487,0.01118
0.903,1.21576,0.01117
0.904,1.21666,0.01117
0.905,1.21755,0.01117
0.906,1.21844,0.01116
0.907,1.21933,0.01116
0.908,1.22023,0.01116
0.909,1.22112,0.01116
0.91,1.22202,0.01116
0.911,1.22291,0.01116
0.912,1.2238,0.01116
0.913,1.2247,0.01116
0.914,1.2256,0.01116
0.915,1.22649,0.01115
0.916,1.22738,0.01115
0.917,1.22828,0.01115
0.918,1.22918,0.01114
0.919,1.23008,0.01114
0.92,1.23097,0.01114
0.921,1.23187,0.01114
0.922,1.23277,0.01114
0.923,1.23367,0.01113
0.924,1.23456,0.01113
0.925,1.23546,0.01113
0.926,1.23636,0.01112
0.927,1.23726,0.01112
0.928,1.23816,0.01112
0.929,1.23906,0.01112
0.93,1.23996,0.01112
0.931,1.24086,0.01112
0.932,1.24176,0.01112
0.933,1.24266,0.01112
0.934,1.24356,0.01112
0.935,1.24447,0.01111
0.936,1.24537,0.01111
0.937,1.24627,0.01111
0.938,1.24717,0.0111
0.939,1.24808,0.0111
0.94,1.24898,0.0111
0.941,1.24988,0.0111
0.942,1.25079,0.0111
0.943,1.25169,0.01109
0.944,1.25259,0.01109
0.945,1.2535,0.01109
0.946,1.2544,0.01108
0.947,1.25531,0.01108
0.948,1.25622,0.01108
0.949,1.25712,0.01108
0.95,1.25803,0.01108
0.951,1.25893,0.01107
0.952,1.25984,0.01107
0.953,1.26075,0.01107
0.954,1.26166,0.01107
0.955,1.26256,0.01107
0.956,1.26347,0.01107
0.957,1.26438,0.01107
0.958,1.26529,0.01106
0.959,1.2662,0.01106
0.96,1.26711,0.01106
0.961,1.26802,0.01106
0.962,1.26893,0.01106
0.963,1.26984,0.01105
0.964,1.27075,0.01105
0.965,1.27166,0.01105
0.966,1.27257,0.01104
0.967,1.27348,0.01104
0.968,1.27439,0.01104
0.969,1.2753,0.01104
0.97,1.27622,0.01104
0.971,1.27713,0.01103
0.972,1.27804,0.01103
0.973,1.27896,0.01103
0.974,1.27987,0.01102
0.975,1.28078,0.01102
0.976,1.2817,0.01102
0.977,1.28261,0.01102
0.978,1.28353,0.01102
0.979,1.28444,0.01101
0.98,1.28536,0.01101
0.981,1.28627,0.01101
0.982,1.28719,0.01101
0.983,1.28811,0.01101
0.984,1.28902,0.01101
0.985,1.28994,0.01101
0.986,1.29086,0.011
0.987,1.29178,0.011
0.988,1.2927,0.011
0.989,1.29361,0.011
0.99,1.29453,0.011
0.991,1.29545,0.01099
0.992,1.29637,0.01099
0.993,1.29729,0.01099
0.994,1.29821,0.01098
0.995,1.29913,0.01098
0.996,1.30005,0.01098
0.997,1.30097,0.01098
0.998,1.30189,0.01098
0.999,1.30281,0.01097
1,1.30374,0.01097
